ID,SKU,name,description,current_price,current_stock,creation_date,last_update
3819,SKU-03819,Cable USB Amazon Basics 6301,Cable USB para conexión y transferencia de datos,463.0,94,2026-01-02 00:00:00,2026-06-26 00:00:00
3820,SKU-03820,Cable USB UGREEN 6133,Cable USB para conexión y transferencia de datos,157.45,93,2025-03-10 00:00:00,2025-03-12 00:00:00
3821,SKU-03821,Audífonos Logitech 8868,"Audífonos para música, llamadas y multimedia",415.13,43,2025-12-20 00:00:00,2026-07-08 00:00:00
3822,SKU-03822,Memoria USB PNY 2436,Memoria USB para almacenamiento y transferencia de archivos,1399.35,106,2026-08-08 00:00:00,2026-09-21 00:00:00
3823,SKU-03823,Audífonos Sony 2802,"Audífonos para música, llamadas y multimedia",1916.18,81,2025-01-03 00:00:00,2025-06-14 00:00:00
3824,SKU-03824,Laptop HP 7854,Equipo portátil para trabajo y estudio,17405.81,4,2026-04-07 00:00:00,2026-05-16 00:00:00
3825,SKU-03825,Mouse HP 4532,Mouse óptico para computadora,3443.02,56,2025-02-19 00:00:00,2025-08-26 00:00:00
3826,SKU-03826,Router Huawei 2676,Router inalámbrico para conexión de red,2529.01,37,2025-04-27 00:00:00,2025-08-18 00:00:00
3827,SKU-03827,Mouse Logitech 1536,Mouse óptico para computadora,2305.91,78,2025-01-10 00:00:00,2025-02-17 00:00:00
3828,SKU-03828,Laptop ASUS 7692,Equipo portátil para trabajo y estudio,17968.37,5,2026-07-24 00:00:00,2026-09-21 00:00:00
3829,SKU-03829,Audífonos JBL 7098,"Audífonos para música, llamadas y multimedia",2560.85,79,2026-05-20 00:00:00,2026-06-20 00:00:00
3830,SKU-03830,Mouse Genius 5087,Mouse óptico para computadora,2200.03,40,2026-04-25 00:00:00,2026-08-17 00:00:00
3831,SKU-03831,Audífonos Logitech 7137,"Audífonos para música, llamadas y multimedia",916.58,7,2025-03-21 00:00:00,2025-06-07 00:00:00
3832,SKU-03832,Disco SSD Kingston 9773,Unidad SSD para almacenamiento de datos,4034.47,64,2025-09-13 00:00:00,2025-11-03 00:00:00
3833,SKU-03833,Disco SSD Crucial 7718,Unidad SSD para almacenamiento de datos,4428.1,8,2025-12-08 00:00:00,2026-05-30 00:00:00
3834,SKU-03834,Monitor ASUS 105,Monitor para computadora de alta resolución,11774.33,4,2026-08-17 00:00:00,2026-09-21 00:00:00
3835,SKU-03835,Audífonos Philips 4782,"Audífonos para música, llamadas y multimedia",2770.55,7,2025-01-10 00:00:00,2025-03-16 00:00:00
3836,SKU-03836,Router Huawei 7100,Router inalámbrico para conexión de red,2026.09,99,2025-10-18 00:00:00,2025-11-06 00:00:00
3837,SKU-03837,Router D-Link 2095,Router inalámbrico para conexión de red,403.58,57,2025-09-15 00:00:00,2026-02-17 00:00:00
3838,SKU-03838,Teclado Redragon 2153,Teclado para computadora de uso diario,2481.83,32,2025-08-14 00:00:00,2026-03-23 00:00:00
3839,SKU-03839,Teclado HP 6944,Teclado para computadora de uso diario,3307.0,22,2026-02-19 00:00:00,2026-03-09 00:00:00
3840,SKU-03840,Monitor Samsung 2270,Monitor para computadora de alta resolución,3732.05,34,2025-01-02 00:00:00,2025-05-11 00:00:00
3841,SKU-03841,Disco SSD Crucial 1023,Unidad SSD para almacenamiento de datos,3407.31,71,2025-10-10 00:00:00,2026-01-02 00:00:00
3842,SKU-03842,Cable USB UGREEN 6744,Cable USB para conexión y transferencia de datos,995.1,84,2025-12-15 00:00:00,2026-07-01 00:00:00
3843,SKU-03843,Monitor LG 5893,Monitor para computadora de alta resolución,5993.58,48,2025-02-04 00:00:00,2025-03-22 00:00:00
3844,SKU-03844,Teclado Microsoft 9070,Teclado para computadora de uso diario,1174.29,18,2025-02-02 00:00:00,2025-05-27 00:00:00
3845,SKU-03845,Audífonos Logitech 9535,"Audífonos para música, llamadas y multimedia",2744.33,84,2026-05-03 00:00:00,2026-08-19 00:00:00
3846,SKU-03846,Monitor ASUS 127,Monitor para computadora de alta resolución,7532.99,49,2025-01-23 00:00:00,2025-03-26 00:00:00
3847,SKU-03847,Audífonos Philips 4325,"Audífonos para música, llamadas y multimedia",2693.28,16,2026-02-27 00:00:00,2026-06-04 00:00:00
3848,SKU-03848,Router Huawei 1908,Router inalámbrico para conexión de red,2269.83,80,2026-07-02 00:00:00,2026-07-19 00:00:00
3849,SKU-03849,Memoria USB Verbatim 1320,Memoria USB para almacenamiento y transferencia de archivos,1536.7,19,2025-04-05 00:00:00,2025-05-18 00:00:00
3850,SKU-03850,Laptop Acer 7930,Equipo portátil para trabajo y estudio,27469.41,35,2025-08-27 00:00:00,2026-04-20 00:00:00
3851,SKU-03851,Cable USB Baseus 4849,Cable USB para conexión y transferencia de datos,1395.08,38,2026-05-16 00:00:00,2026-09-21 00:00:00
3852,SKU-03852,Audífonos Logitech 2285,"Audífonos para música, llamadas y multimedia",2713.71,99,2025-12-07 00:00:00,2026-06-15 00:00:00
3853,SKU-03853,Teclado Genius 7154,Teclado para computadora de uso diario,2134.14,54,2025-10-14 00:00:00,2025-12-31 00:00:00
3854,SKU-03854,Monitor Samsung 1420,Monitor para computadora de alta resolución,7144.46,18,2025-05-08 00:00:00,2025-06-27 00:00:00
3855,SKU-03855,Laptop Acer 8619,Equipo portátil para trabajo y estudio,10020.88,4,2025-08-05 00:00:00,2026-01-25 00:00:00
3856,SKU-03856,Cable USB Amazon Basics 6602,Cable USB para conexión y transferencia de datos,762.97,65,2025-04-25 00:00:00,2025-07-22 00:00:00
3857,SKU-03857,Mouse Razer 8553,Mouse óptico para computadora,3454.17,70,2026-08-09 00:00:00,2026-09-21 00:00:00
3858,SKU-03858,Monitor Dell 2541,Monitor para computadora de alta resolución,2847.92,15,2026-03-23 00:00:00,2026-09-16 00:00:00
3859,SKU-03859,Memoria USB SanDisk 2594,Memoria USB para almacenamiento y transferencia de archivos,1578.62,45,2026-04-22 00:00:00,2026-07-03 00:00:00
3860,SKU-03860,Monitor ASUS 7099,Monitor para computadora de alta resolución,2553.01,12,2025-04-17 00:00:00,2025-04-23 00:00:00
3861,SKU-03861,Monitor LG 7424,Monitor para computadora de alta resolución,4665.83,42,2025-11-15 00:00:00,2026-05-01 00:00:00
3862,SKU-03862,Memoria USB SanDisk 8164,Memoria USB para almacenamiento y transferencia de archivos,1747.13,59,2026-04-11 00:00:00,2026-06-20 00:00:00
3863,SKU-03863,Laptop Acer 7059,Equipo portátil para trabajo y estudio,12346.74,12,2025-08-22 00:00:00,2026-01-13 00:00:00
3864,SKU-03864,Monitor LG 7698,Monitor para computadora de alta resolución,6854.46,5,2025-05-01 00:00:00,2025-10-07 00:00:00
3865,SKU-03865,Teclado Logitech 6105,Teclado para computadora de uso diario,3295.92,57,2026-04-24 00:00:00,2026-06-29 00:00:00
3866,SKU-03866,Teclado Redragon 940,Teclado para computadora de uso diario,458.58,9,2025-02-03 00:00:00,2025-03-20 00:00:00
3867,SKU-03867,Cable USB UGREEN 2382,Cable USB para conexión y transferencia de datos,216.13,55,2025-01-01 00:00:00,2025-03-30 00:00:00
3868,SKU-03868,Memoria USB Kingston 9638,Memoria USB para almacenamiento y transferencia de archivos,1199.16,124,2025-09-09 00:00:00,2026-05-03 00:00:00
3869,SKU-03869,Webcam Microsoft 9356,Cámara web para videollamadas,2775.84,67,2026-03-23 00:00:00,2026-09-17 00:00:00
3870,SKU-03870,Mouse Razer 7735,Mouse óptico para computadora,3111.07,42,2025-07-09 00:00:00,2025-10-13 00:00:00
3871,SKU-03871,Disco SSD ADATA 1741,Unidad SSD para almacenamiento de datos,2457.4,13,2025-05-18 00:00:00,2025-12-18 00:00:00
3872,SKU-03872,Disco SSD Kingston 5112,Unidad SSD para almacenamiento de datos,3068.74,27,2025-09-24 00:00:00,2025-12-16 00:00:00
3873,SKU-03873,Webcam Logitech 3567,Cámara web para videollamadas,2763.04,63,2025-09-13 00:00:00,2026-05-03 00:00:00
3874,SKU-03874,Teclado Genius 7203,Teclado para computadora de uso diario,1304.25,27,2025-11-06 00:00:00,2026-02-21 00:00:00
3875,SKU-03875,Monitor Samsung 5736,Monitor para computadora de alta resolución,5209.84,12,2025-12-07 00:00:00,2026-07-08 00:00:00
3876,SKU-03876,Webcam HP 4071,Cámara web para videollamadas,2651.57,18,2025-08-18 00:00:00,2026-03-27 00:00:00
3877,SKU-03877,Disco SSD Kingston 9001,Unidad SSD para almacenamiento de datos,1229.63,59,2026-03-07 00:00:00,2026-03-29 00:00:00
3878,SKU-03878,Webcam Logitech 3370,Cámara web para videollamadas,1036.76,16,2025-02-27 00:00:00,2025-06-02 00:00:00
3879,SKU-03879,Laptop Dell 4670,Equipo portátil para trabajo y estudio,8274.44,24,2026-03-04 00:00:00,2026-04-17 00:00:00
3880,SKU-03880,Cable USB Amazon Basics 2622,Cable USB para conexión y transferencia de datos,265.42,66,2025-11-01 00:00:00,2026-02-17 00:00:00
3881,SKU-03881,Mouse Microsoft 3435,Mouse óptico para computadora,1389.0,39,2025-01-10 00:00:00,2025-07-26 00:00:00
3882,SKU-03882,Monitor AOC 8360,Monitor para computadora de alta resolución,10069.93,14,2025-07-20 00:00:00,2025-09-25 00:00:00
3883,SKU-03883,Audífonos Philips 160,"Audífonos para música, llamadas y multimedia",2470.22,36,2025-05-20 00:00:00,2025-09-21 00:00:00
3884,SKU-03884,Disco SSD Crucial 7870,Unidad SSD para almacenamiento de datos,1862.41,64,2025-11-11 00:00:00,2025-11-12 00:00:00
3885,SKU-03885,Laptop Acer 8980,Equipo portátil para trabajo y estudio,12627.61,12,2026-06-04 00:00:00,2026-09-21 00:00:00
3886,SKU-03886,Webcam AverMedia 5304,Cámara web para videollamadas,1771.73,71,2026-07-21 00:00:00,2026-09-21 00:00:00
3887,SKU-03887,Teclado Logitech 2411,Teclado para computadora de uso diario,2161.09,77,2025-01-04 00:00:00,2025-08-17 00:00:00
3888,SKU-03888,Mouse Razer 6692,Mouse óptico para computadora,1757.7,91,2025-05-31 00:00:00,2025-07-04 00:00:00
3889,SKU-03889,Mouse Genius 211,Mouse óptico para computadora,505.54,28,2025-05-15 00:00:00,2025-12-31 00:00:00
3890,SKU-03890,Memoria USB ADATA 7707,Memoria USB para almacenamiento y transferencia de archivos,1500.16,73,2025-11-26 00:00:00,2026-06-22 00:00:00
3891,SKU-03891,Audífonos Philips 1079,"Audífonos para música, llamadas y multimedia",2990.87,24,2026-07-28 00:00:00,2026-09-21 00:00:00
3892,SKU-03892,Monitor Dell 4325,Monitor para computadora de alta resolución,5946.97,8,2025-04-07 00:00:00,2025-07-14 00:00:00
3893,SKU-03893,Memoria USB PNY 8602,Memoria USB para almacenamiento y transferencia de archivos,1459.65,71,2026-07-01 00:00:00,2026-09-21 00:00:00
3894,SKU-03894,Cable USB Belkin 677,Cable USB para conexión y transferencia de datos,1128.3,50,2025-10-19 00:00:00,2026-02-16 00:00:00
3895,SKU-03895,Webcam HP 9644,Cámara web para videollamadas,1909.78,32,2025-10-02 00:00:00,2026-05-30 00:00:00
3896,SKU-03896,Mouse HP 2322,Mouse óptico para computadora,1137.95,45,2026-08-01 00:00:00,2026-09-21 00:00:00
3897,SKU-03897,Cable USB Amazon Basics 9241,Cable USB para conexión y transferencia de datos,918.57,141,2025-04-18 00:00:00,2025-08-08 00:00:00
3898,SKU-03898,Audífonos Sony 6587,"Audífonos para música, llamadas y multimedia",1658.47,20,2025-06-10 00:00:00,2026-01-18 00:00:00
3899,SKU-03899,Cable USB UGREEN 1865,Cable USB para conexión y transferencia de datos,1152.48,47,2025-03-02 00:00:00,2025-09-13 00:00:00
3900,SKU-03900,Webcam AverMedia 471,Cámara web para videollamadas,3379.56,46,2026-01-11 00:00:00,2026-04-09 00:00:00
3901,SKU-03901,Disco SSD Kingston 6863,Unidad SSD para almacenamiento de datos,4058.4,69,2025-05-22 00:00:00,2025-07-04 00:00:00
3902,SKU-03902,Cable USB Steren 8894,Cable USB para conexión y transferencia de datos,930.99,82,2025-04-05 00:00:00,2025-08-29 00:00:00
3903,SKU-03903,Webcam AverMedia 4114,Cámara web para videollamadas,885.85,98,2026-01-15 00:00:00,2026-02-13 00:00:00
3904,SKU-03904,Mouse Genius 1648,Mouse óptico para computadora,1594.03,15,2025-04-19 00:00:00,2025-09-09 00:00:00
3905,SKU-03905,Audífonos Philips 5814,"Audífonos para música, llamadas y multimedia",1862.94,26,2025-04-24 00:00:00,2025-07-14 00:00:00
3906,SKU-03906,Mouse Razer 2724,Mouse óptico para computadora,2015.98,14,2025-09-21 00:00:00,2025-10-02 00:00:00
3907,SKU-03907,Cable USB Amazon Basics 1774,Cable USB para conexión y transferencia de datos,696.55,50,2025-08-17 00:00:00,2026-03-31 00:00:00
3908,SKU-03908,Disco SSD ADATA 4448,Unidad SSD para almacenamiento de datos,4422.33,28,2025-05-24 00:00:00,2026-01-01 00:00:00
3909,SKU-03909,Cable USB Steren 2607,Cable USB para conexión y transferencia de datos,673.94,77,2025-06-16 00:00:00,2025-07-14 00:00:00
3910,SKU-03910,Laptop Lenovo 4205,Equipo portátil para trabajo y estudio,17760.59,33,2025-02-08 00:00:00,2025-10-09 00:00:00
3911,SKU-03911,Disco SSD Crucial 4452,Unidad SSD para almacenamiento de datos,2701.45,52,2026-01-27 00:00:00,2026-08-24 00:00:00
3912,SKU-03912,Mouse Logitech 6948,Mouse óptico para computadora,3259.63,61,2025-06-22 00:00:00,2025-12-14 00:00:00
3913,SKU-03913,Laptop Acer 2971,Equipo portátil para trabajo y estudio,7120.66,26,2026-03-05 00:00:00,2026-06-25 00:00:00
3914,SKU-03914,Webcam AverMedia 2869,Cámara web para videollamadas,2299.37,30,2025-10-25 00:00:00,2026-02-04 00:00:00
3915,SKU-03915,Router TP-Link 2460,Router inalámbrico para conexión de red,2714.14,79,2025-12-25 00:00:00,2026-06-08 00:00:00
3916,SKU-03916,Webcam Microsoft 6118,Cámara web para videollamadas,2449.43,39,2025-04-07 00:00:00,2025-04-22 00:00:00
3917,SKU-03917,Cable USB Amazon Basics 568,Cable USB para conexión y transferencia de datos,1759.37,69,2026-01-16 00:00:00,2026-05-05 00:00:00
3918,SKU-03918,Laptop Acer 8028,Equipo portátil para trabajo y estudio,22945.34,19,2025-07-19 00:00:00,2025-10-23 00:00:00
3919,SKU-03919,Webcam Trust 5443,Cámara web para videollamadas,545.03,30,2025-10-27 00:00:00,2026-02-16 00:00:00
3920,SKU-03920,Memoria USB PNY 2560,Memoria USB para almacenamiento y transferencia de archivos,315.0,73,2025-06-28 00:00:00,2026-01-12 00:00:00
3921,SKU-03921,Webcam Microsoft 5044,Cámara web para videollamadas,2681.84,30,2025-05-13 00:00:00,2025-08-18 00:00:00
3922,SKU-03922,Audífonos HyperX 7657,"Audífonos para música, llamadas y multimedia",2856.12,56,2025-12-26 00:00:00,2026-06-07 00:00:00
3923,SKU-03923,Teclado Microsoft 9801,Teclado para computadora de uso diario,3054.0,45,2025-01-25 00:00:00,2025-01-28 00:00:00
3924,SKU-03924,Monitor Samsung 4191,Monitor para computadora de alta resolución,10749.93,23,2025-01-12 00:00:00,2025-02-06 00:00:00
3925,SKU-03925,Memoria USB ADATA 7862,Memoria USB para almacenamiento y transferencia de archivos,1272.56,125,2025-08-01 00:00:00,2026-04-04 00:00:00
3926,SKU-03926,Mouse HP 5215,Mouse óptico para computadora,1353.08,56,2026-03-29 00:00:00,2026-09-21 00:00:00
3927,SKU-03927,Webcam Logitech 1113,Cámara web para videollamadas,1232.37,57,2025-12-25 00:00:00,2026-05-24 00:00:00
3928,SKU-03928,Teclado HP 8462,Teclado para computadora de uso diario,1749.03,45,2025-07-09 00:00:00,2026-02-06 00:00:00
3929,SKU-03929,Monitor Samsung 5570,Monitor para computadora de alta resolución,4777.21,31,2026-07-27 00:00:00,2026-09-21 00:00:00
3930,SKU-03930,Laptop Acer 957,Equipo portátil para trabajo y estudio,20236.29,28,2025-04-09 00:00:00,2025-12-10 00:00:00
3931,SKU-03931,Laptop Dell 1970,Equipo portátil para trabajo y estudio,17175.25,32,2026-06-07 00:00:00,2026-09-21 00:00:00
3932,SKU-03932,Memoria USB ADATA 8318,Memoria USB para almacenamiento y transferencia de archivos,333.6,131,2025-09-09 00:00:00,2026-01-26 00:00:00
3933,SKU-03933,Laptop HP 7497,Equipo portátil para trabajo y estudio,9939.9,29,2026-01-25 00:00:00,2026-05-27 00:00:00
3934,SKU-03934,Audífonos Sony 8898,"Audífonos para música, llamadas y multimedia",3051.83,79,2025-12-02 00:00:00,2026-04-25 00:00:00
3935,SKU-03935,Webcam AverMedia 9504,Cámara web para videollamadas,3343.42,75,2026-02-02 00:00:00,2026-06-03 00:00:00
3936,SKU-03936,Memoria USB SanDisk 4088,Memoria USB para almacenamiento y transferencia de archivos,838.08,14,2025-03-23 00:00:00,2025-04-25 00:00:00
3937,SKU-03937,Disco SSD ADATA 7731,Unidad SSD para almacenamiento de datos,4053.05,49,2025-05-30 00:00:00,2025-08-03 00:00:00
3938,SKU-03938,Laptop Acer 956,Equipo portátil para trabajo y estudio,26625.29,10,2026-07-16 00:00:00,2026-08-31 00:00:00
3939,SKU-03939,Disco SSD Samsung 4459,Unidad SSD para almacenamiento de datos,1491.97,46,2025-06-12 00:00:00,2025-09-13 00:00:00
3940,SKU-03940,Cable USB Baseus 6438,Cable USB para conexión y transferencia de datos,1576.53,43,2025-10-19 00:00:00,2025-11-29 00:00:00
3941,SKU-03941,Teclado Logitech 8718,Teclado para computadora de uso diario,1250.66,63,2026-05-19 00:00:00,2026-09-21 00:00:00
3942,SKU-03942,Mouse Microsoft 1256,Mouse óptico para computadora,1086.83,98,2025-06-16 00:00:00,2025-11-28 00:00:00
3943,SKU-03943,Memoria USB PNY 3621,Memoria USB para almacenamiento y transferencia de archivos,512.78,64,2025-07-26 00:00:00,2026-03-26 00:00:00
3944,SKU-03944,Monitor Dell 7840,Monitor para computadora de alta resolución,6958.24,24,2026-07-17 00:00:00,2026-09-21 00:00:00
3945,SKU-03945,Laptop Lenovo 5179,Equipo portátil para trabajo y estudio,24545.51,22,2025-11-14 00:00:00,2026-06-29 00:00:00
3946,SKU-03946,Mouse Microsoft 1622,Mouse óptico para computadora,2248.99,6,2026-07-05 00:00:00,2026-09-21 00:00:00
3947,SKU-03947,Audífonos Logitech 2598,"Audífonos para música, llamadas y multimedia",3122.43,16,2025-01-14 00:00:00,2025-08-10 00:00:00
3948,SKU-03948,Memoria USB ADATA 6031,Memoria USB para almacenamiento y transferencia de archivos,1716.31,70,2025-01-28 00:00:00,2025-09-13 00:00:00
3949,SKU-03949,Teclado Genius 1426,Teclado para computadora de uso diario,1110.88,74,2026-05-22 00:00:00,2026-09-21 00:00:00
3950,SKU-03950,Teclado Logitech 7341,Teclado para computadora de uso diario,3195.83,22,2025-12-20 00:00:00,2026-08-03 00:00:00
3951,SKU-03951,Teclado Redragon 5712,Teclado para computadora de uso diario,2363.43,37,2026-04-11 00:00:00,2026-09-21 00:00:00
3952,SKU-03952,Router Huawei 3224,Router inalámbrico para conexión de red,2584.1,33,2025-08-17 00:00:00,2025-09-03 00:00:00
3953,SKU-03953,Disco SSD Samsung 7656,Unidad SSD para almacenamiento de datos,2581.57,7,2025-05-14 00:00:00,2025-09-05 00:00:00
3954,SKU-03954,Audífonos JBL 813,"Audífonos para música, llamadas y multimedia",1949.95,13,2026-03-16 00:00:00,2026-04-07 00:00:00
3955,SKU-03955,Mouse Genius 8977,Mouse óptico para computadora,2889.2,83,2025-12-08 00:00:00,2026-01-31 00:00:00
3956,SKU-03956,Memoria USB Verbatim 2267,Memoria USB para almacenamiento y transferencia de archivos,1035.8,52,2026-06-15 00:00:00,2026-09-14 00:00:00
3957,SKU-03957,Teclado Microsoft 9904,Teclado para computadora de uso diario,1050.93,55,2025-03-16 00:00:00,2025-09-28 00:00:00
3958,SKU-03958,Memoria USB Kingston 3500,Memoria USB para almacenamiento y transferencia de archivos,1429.46,26,2025-02-13 00:00:00,2025-03-18 00:00:00
3959,SKU-03959,Cable USB Belkin 8427,Cable USB para conexión y transferencia de datos,387.25,125,2026-05-01 00:00:00,2026-09-21 00:00:00
3960,SKU-03960,Laptop Lenovo 860,Equipo portátil para trabajo y estudio,15163.48,18,2025-10-30 00:00:00,2025-12-13 00:00:00
3961,SKU-03961,Webcam Microsoft 4794,Cámara web para videollamadas,1915.04,73,2025-01-06 00:00:00,2025-04-10 00:00:00
3962,SKU-03962,Monitor Dell 7373,Monitor para computadora de alta resolución,6271.09,32,2026-03-14 00:00:00,2026-09-21 00:00:00
3963,SKU-03963,Teclado Microsoft 996,Teclado para computadora de uso diario,3289.86,80,2026-03-19 00:00:00,2026-08-13 00:00:00
3964,SKU-03964,Router TP-Link 668,Router inalámbrico para conexión de red,1585.71,22,2025-09-15 00:00:00,2026-03-22 00:00:00
3965,SKU-03965,Audífonos Logitech 596,"Audífonos para música, llamadas y multimedia",1257.62,89,2025-11-27 00:00:00,2026-04-15 00:00:00
3966,SKU-03966,Webcam Logitech 4938,Cámara web para videollamadas,3032.51,95,2026-01-22 00:00:00,2026-05-29 00:00:00
3967,SKU-03967,Cable USB UGREEN 3574,Cable USB para conexión y transferencia de datos,823.33,100,2025-09-11 00:00:00,2025-10-23 00:00:00
3968,SKU-03968,Router Netgear 1345,Router inalámbrico para conexión de red,2649.96,87,2025-12-28 00:00:00,2026-04-23 00:00:00
3969,SKU-03969,Mouse Genius 5966,Mouse óptico para computadora,1718.37,28,2025-03-27 00:00:00,2025-04-11 00:00:00
3970,SKU-03970,Memoria USB Verbatim 4844,Memoria USB para almacenamiento y transferencia de archivos,799.33,56,2026-06-02 00:00:00,2026-08-25 00:00:00
3971,SKU-03971,Cable USB Steren 2568,Cable USB para conexión y transferencia de datos,1789.1,107,2025-01-14 00:00:00,2025-03-29 00:00:00
3972,SKU-03972,Laptop Lenovo 6461,Equipo portátil para trabajo y estudio,19926.95,20,2025-02-26 00:00:00,2025-10-19 00:00:00
3973,SKU-03973,Mouse Genius 7366,Mouse óptico para computadora,987.31,90,2025-08-16 00:00:00,2025-09-02 00:00:00
3974,SKU-03974,Cable USB Belkin 7293,Cable USB para conexión y transferencia de datos,668.55,96,2025-04-12 00:00:00,2025-05-18 00:00:00
3975,SKU-03975,Mouse Microsoft 5846,Mouse óptico para computadora,2140.38,32,2026-07-31 00:00:00,2026-09-21 00:00:00
3976,SKU-03976,Monitor Dell 5210,Monitor para computadora de alta resolución,2694.16,4,2025-03-08 00:00:00,2025-09-17 00:00:00
3977,SKU-03977,Router Huawei 857,Router inalámbrico para conexión de red,1490.56,88,2026-04-25 00:00:00,2026-06-26 00:00:00
3978,SKU-03978,Router Tenda 5090,Router inalámbrico para conexión de red,1964.75,33,2025-09-12 00:00:00,2025-09-20 00:00:00
3979,SKU-03979,Laptop Dell 955,Equipo portátil para trabajo y estudio,19913.73,23,2025-05-18 00:00:00,2025-09-17 00:00:00
3980,SKU-03980,Disco SSD ADATA 5575,Unidad SSD para almacenamiento de datos,1451.63,42,2025-07-03 00:00:00,2025-11-16 00:00:00
3981,SKU-03981,Webcam Trust 6489,Cámara web para videollamadas,2328.12,64,2025-01-21 00:00:00,2025-06-28 00:00:00
3982,SKU-03982,Monitor AOC 6327,Monitor para computadora de alta resolución,5116.15,33,2026-03-23 00:00:00,2026-06-30 00:00:00
3983,SKU-03983,Mouse Microsoft 2987,Mouse óptico para computadora,1914.82,47,2026-05-07 00:00:00,2026-06-24 00:00:00
3984,SKU-03984,Monitor LG 6866,Monitor para computadora de alta resolución,8454.97,24,2026-08-23 00:00:00,2026-09-21 00:00:00
3985,SKU-03985,Audífonos HyperX 9917,"Audífonos para música, llamadas y multimedia",1539.1,44,2026-02-11 00:00:00,2026-09-21 00:00:00
3986,SKU-03986,Router Netgear 1008,Router inalámbrico para conexión de red,1276.89,67,2025-11-25 00:00:00,2026-06-20 00:00:00
3987,SKU-03987,Audífonos Philips 3900,"Audífonos para música, llamadas y multimedia",3124.4,69,2025-05-09 00:00:00,2025-12-10 00:00:00
3988,SKU-03988,Laptop Dell 6864,Equipo portátil para trabajo y estudio,21012.04,21,2025-10-02 00:00:00,2026-03-13 00:00:00
3989,SKU-03989,Memoria USB Kingston 5522,Memoria USB para almacenamiento y transferencia de archivos,883.75,132,2026-06-12 00:00:00,2026-09-21 00:00:00
3990,SKU-03990,Laptop HP 799,Equipo portátil para trabajo y estudio,17013.52,22,2025-10-17 00:00:00,2026-01-02 00:00:00
3991,SKU-03991,Router Huawei 4473,Router inalámbrico para conexión de red,422.32,86,2026-02-09 00:00:00,2026-07-07 00:00:00
3992,SKU-03992,Laptop ASUS 9135,Equipo portátil para trabajo y estudio,11693.55,35,2025-10-14 00:00:00,2026-03-16 00:00:00
3993,SKU-03993,Cable USB Belkin 4897,Cable USB para conexión y transferencia de datos,1341.91,135,2025-10-11 00:00:00,2026-02-06 00:00:00
3994,SKU-03994,Laptop Dell 7323,Equipo portátil para trabajo y estudio,12587.84,28,2025-05-18 00:00:00,2026-01-21 00:00:00
3995,SKU-03995,Disco SSD Kingston 9781,Unidad SSD para almacenamiento de datos,1093.27,42,2026-07-04 00:00:00,2026-09-21 00:00:00
3996,SKU-03996,Router Netgear 777,Router inalámbrico para conexión de red,2577.2,45,2025-05-01 00:00:00,2025-10-14 00:00:00
3997,SKU-03997,Laptop HP 143,Equipo portátil para trabajo y estudio,7741.68,19,2025-01-20 00:00:00,2025-03-31 00:00:00
3998,SKU-03998,Audífonos Philips 8844,"Audífonos para música, llamadas y multimedia",882.74,11,2026-04-27 00:00:00,2026-07-03 00:00:00
3999,SKU-03999,Mouse Genius 4293,Mouse óptico para computadora,3110.43,89,2025-04-05 00:00:00,2025-05-10 00:00:00
4000,SKU-04000,Audífonos Sony 1318,"Audífonos para música, llamadas y multimedia",641.99,41,2025-07-05 00:00:00,2025-12-14 00:00:00
4001,SKU-04001,Laptop HP 3622,Equipo portátil para trabajo y estudio,27977.74,32,2025-04-09 00:00:00,2025-06-10 00:00:00
4002,SKU-04002,Cable USB Baseus 3591,Cable USB para conexión y transferencia de datos,1191.66,126,2025-03-09 00:00:00,2025-05-10 00:00:00
4003,SKU-04003,Laptop Lenovo 3153,Equipo portátil para trabajo y estudio,18053.52,25,2026-08-05 00:00:00,2026-09-21 00:00:00
4004,SKU-04004,Mouse Genius 1815,Mouse óptico para computadora,621.08,34,2026-03-30 00:00:00,2026-09-03 00:00:00
4005,SKU-04005,Webcam HP 3847,Cámara web para videollamadas,2281.59,69,2025-01-15 00:00:00,2025-05-20 00:00:00
4006,SKU-04006,Router Netgear 9845,Router inalámbrico para conexión de red,1763.14,41,2025-06-18 00:00:00,2025-11-03 00:00:00
4007,SKU-04007,Audífonos Sony 2573,"Audífonos para música, llamadas y multimedia",1021.37,11,2025-03-22 00:00:00,2025-11-02 00:00:00
4008,SKU-04008,Router Huawei 8896,Router inalámbrico para conexión de red,2638.94,56,2026-06-13 00:00:00,2026-06-17 00:00:00
4009,SKU-04009,Memoria USB ADATA 6410,Memoria USB para almacenamiento y transferencia de archivos,1262.12,16,2026-08-16 00:00:00,2026-09-21 00:00:00
4010,SKU-04010,Router Tenda 3797,Router inalámbrico para conexión de red,1427.29,20,2025-07-28 00:00:00,2025-10-07 00:00:00
4011,SKU-04011,Cable USB Steren 9649,Cable USB para conexión y transferencia de datos,934.27,128,2026-06-07 00:00:00,2026-07-17 00:00:00
4012,SKU-04012,Teclado Microsoft 2192,Teclado para computadora de uso diario,3279.48,69,2026-07-06 00:00:00,2026-09-21 00:00:00
4013,SKU-04013,Mouse Razer 8070,Mouse óptico para computadora,890.48,11,2026-06-26 00:00:00,2026-07-03 00:00:00
4014,SKU-04014,Memoria USB PNY 8741,Memoria USB para almacenamiento y transferencia de archivos,110.68,34,2026-04-10 00:00:00,2026-09-21 00:00:00
